id,input_sentence,label,prediction,Original_Loss,T_Masked_Loss,V_Masked_Loss,A_Masked_Loss
22689[0],hi this is jack and i'm reviewing the new movie out umm the good shepherd umm starring matt damon angelina william hurt alec baldwin robert de niro so i mean obviously you can tell it's got an all star cast but,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.7030943036079407,-0.6939986944198608,0.2590656280517578,0.7678468823432922
22689[8],family i mean i understand that's kind of an important part of a movie but it made up about a third of the movie and i really wanted to sleep through all of it stutter the movie,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.47996559739112854,0.10799187421798706,0.6233147382736206,0.3070890009403229
234046[19],was okay there's a big sort of uhh conspiracy to unleash a bunch of demons from hell and umm keanu reeves is trying to stop this and umm rachel weiss plays a cop who sort of reluctantly agrees to help him basically reluctantly because she doesn't really believe him and he has an assistant who uhh the assistant has some pretty funny parts,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.030412036925554276,0.9677597880363464,0.8042736053466797,1.1459556818008423
237363[7],i obviously did not do enough research before i saw the movie which you are a good person if you're watching this video because you're trying to do some research before you go out there and spend the umm looks like six fifty on the movie,[0. 1. 1. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],-0.6522501111030579,-0.23606020212173462,1.3384629487991333,1.1191599369049072
238063[8],presented it is an epic tale it's a good story it's a great history about people umm animation of the the stutter new age uhh type deal was terrible and like i said she didn't fit the character john malkovich,[1. 0. 0. 0. 1. 0.],[1. 0. 0. 0. 1. 0.],-1.0658317804336548,0.18024766445159912,0.6383810639381409,1.142099380493164
24351[8],uhh but during this one party of the us uhh secretary of treasury played by christopher walken uhh the guys owen wilson's character actually finds himself falling for uhh the secretary's daughter and they invite them to go home with them to their estate over the weekend and he actually uhh pleads vince vaughns character to come with him and join him uhh over the weekend at this big estate and,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],-0.5631577968597412,0.11574879288673401,0.5548543334007263,1.189152717590332
24504[1],this is not a very good movie at all but if you like the video game tomb raider it's based on that and that was one of my very favorite favorite video games ever and so of course i had to get the movie umm,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],-0.930831789970398,0.16611026227474213,0.5587048530578613,0.5704825520515442
254427[0],what's up guys i am going to review a movie that i think and actually many people agree with me uhh critics and fans alike that is one of or maybe the best war movie umm ever made and it's called saving private ryan it stars tom hank's of course umm matt damon and a cast of others including vin diesel if you're a fan of his and it's about umm you know a setting in world war two and a mother who has lost three of her four sons in the war so there is one mission to go and find the fourth son whose name is private ryan umm the movie goes through that it goes through the realities of war and world war two what happened there and what happened to them umm it's seen through the eyes of these soldiers you know they question their orders they don't understand why they have to risk their life umm ryan questions his orders he just wants to stay and fight for his country umm and really just goes through their struggles of your your stutter everyday you know american soldier in world war two and it's poignant and it's beautiful and you know it won five academy awards including best director steven spielberg of course you know it's hailed by everybody time magazine usa today new york times entertainment weekly umm it won best picture award at the the stutter toronto broadcast film critic special it,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],-0.4181324243545532,-0.22698771953582764,0.88590008020401,1.2596951723098755
257277[16],seeing it's kind of one of those movies where uhh it's stretched out to ninety minutes just to be a full length movie but it would have been perfectly fine just showing the the stutter choreographed uhh dance scenes like a ten minute short or like something on tv or even just like put someone put up a clip on of just people dancing it's it's stutter,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],-0.21184448897838593,0.4856654107570648,0.3859582543373108,0.37933099269866943
257534[6],umm after watching it i just felt a little bit sick a little bit disgusted like why did i just waste my time watching that umm so i think most people would get that feeling after seeing this,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.5330462455749512,2.045121669769287,0.375988632440567,0.7278767824172974
267466[10],umm so he leaves and in his new city he ends up being there and he meets this guy who finds out he's a film director and says well can you film my daughter's wedding and franco says sure i'll do that and,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],-1.2436517477035522,0.05678587779402733,1.3110960721969604,0.3767567276954651
267694[5],uhh it's like one of the most stupid comedies like you don't really laugh that much but but stutter you laugh at some parts but as soon as it ends you're like i just wasted like ninety minutes of my life and like like stutter ten dollars,[0. 1. 1. 1. 1. 0.],[0. 1. 1. 0. 1. 0.],0.8002160787582397,1.8281917572021484,-0.04842933639883995,0.8879082202911377
272838[16],commit it's a like for profit prison where they have this pay creation that's these death races and they have convicts racing in like cars with all kinds of crazy stuff like missiles and and machine guns and they kill each other and if you win it's five races you get your freedom so,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 1.],0.5061397552490234,1.036761999130249,1.2008764743804932,1.238938808441162
273250[26],of it so it's he has to figure out what's going on and why this is happening and is person number two involved with this and is he a good guy or a bad guy is the people is coming to help him investigate and are they good or bad is there other interests in here,[1. 0. 1. 1. 1. 0.],[1. 1. 1. 0. 0. 1.],0.46700355410575867,-0.769212543964386,2.2727487087249756,0.4290357232093811
275267[8],bad it has tom in it uhh that's not a reflection on him cause he's actually a good actor it's got toby keith who he's a country music singer and if you're listening to country music that's fine but he really shouldn't be acting and it's also got uhh ted nugent,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],-0.04669670760631561,0.5980352759361267,0.6703362464904785,0.8590160012245178
283935[3],i would've i watched this movie once four years ago for something didn't really like it it's stutter suspenseful but meaningless at the same time and it has a confusing plot so if you're looking for a good watch like a classic watch like you're going to watch an old movie umm and you're you're stutter looking for an action or a suspense movie don't get deja vu you'll get like shanghai knights just,[0. 0. 1. 0. 1. 1.],[0. 1. 1. 0. 1. 0.],-0.21250346302986145,1.3314849138259888,0.19119368493556976,0.9791945815086365
2BuFtglEcaY[7],that but you know i was wondering was i was i like a proud mama and i thought no that would insinuate that i had a hand in shaping this amazing organization and event and i'm really much to new at to claim that so i settled instead on auntie as in auntie dorinda is so proud to be part of this organization and event and the deep roots and branches we build,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],-1.014718770980835,-0.14816303551197052,1.9766297340393066,0.2909235656261444
35694[9],special features not a whole lot but it has like how they created you know some of the umm some of the character you know stuff and everything like that and how they destroyed a lot of the buildings and stuff like that but i mean the movie kind of just isn't that great so i mean you probably don't wanna pick this up because umm the movie's not that great so you won't be that interested in the special features so umm i'd skip over this one and uhh look for another one so that's it,[1. 0. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.34069254994392395,0.8222700357437134,0.6314176917076111,-0.2730657458305359
3HyAaqre_Fk[1],issues there are one or two dissenters here and there but generally whether it's the economy the environment or politics people seem to agree that right now we are in a big crisis and which is self evident of course but also at this time it has really brought home to everyone that everything is interconnected there,[0. 0. 0. 1. 0. 0.],[1. 1. 1. 0. 0. 1.],0.006191185209900141,-0.765760600566864,2.2161026000976562,0.20262156426906586
3UOqbf_B_Yc[2],marketing has a big influence on us because they are pushing every product out there we have to have in the newest and most fast form possible and we buy into that but the bottom line you need to save for your retirement if you want to have,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 1.],0.10724473744630814,-1.5063279867172241,1.891107439994812,0.6357350945472717
41381[8],though it it stutter is a thriller umm he wants this woman the woman is you know not interested in the guy so he finds a uhh i won't tell the story but he gets possession of this girl and then tries to take care and win her heart over but uhh the story's uhh related to that watch this,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],-0.11100592464208603,-0.4265138506889343,1.6162277460098267,0.6890280246734619
46615[1],postmortem starring uhh charlie sheen umm i guess now he's trying to take himself seriously since the box says charles sheen but uhh this is not a movie i would pick if i was charles sheen to launch my serious movie career uhh,[0. 1. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.6505382061004639,1.545384168624878,0.3398786783218384,0.3145657181739807
53766[6],performances but one of the special things for this whole box set is really when you open it up it has such a beautiful presentation to any fan that shows you uhh a retrospective of the the years has a uhh a live cd over here so you can listen to the live concert in your car has the two disks it also has umm some uhh autographed uhh guitar picks they are not really,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],-0.6023462414741516,-1.048215389251709,1.6395666599273682,-0.7322728633880615
59673[4],wasn't i wasn't too impressed i hardly watched any of it and umm i was kind of let down umm i thought the original previews in two thousand really led me astray and then i umm one on the internet umm today right uhh right as i was watching it and it {lg} seemed a lot different so i don't know maybe there's another park out there but this park is sure not umm a horror movie so uhh don't rent it if you're looking for,[1. 1. 0. 1. 0. 0.],[0. 1. 1. 1. 1. 0.],-0.2146264761686325,1.3885290622711182,0.5460262894630432,0.39933037757873535
5vwXp27bCLw[12],the second issue that brings up and i think one that needs to be looked at very very carefully is he talks about creating a new lending fund that is going to ensure that more money will make its way to households to buy automobiles to fund college education and also to entrepreneurs it's,[0. 0. 1. 0. 0. 1.],[1. 1. 1. 0. 0. 1.],1.3226641416549683,-0.02010170929133892,1.1056660413742065,0.4933225214481354
63951[10],indians then like twenty years later the vikings come back to to stutter take over the land and the kid has is now a grown up and he's part of the indian culture and he's going to stop the vikings from taking over the americas and ruling them and killing them all cause they're very savage people and they're very big,[1. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],1.0346273183822632,0.811352014541626,0.32906991243362427,0.907452404499054
67uKYi7mslE[18],so well so we file the insurance do the paperwork and when it comes to what the portion is whether they have insurance or not i mean depending on what they need sometimes i can it can be more than what you want to write a check for out of your checking account this week,[1. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 0. 0.],0.10378224402666092,-0.4693557024002075,0.621544599533081,1.3478819131851196
6EDoVEm16fU[2],they've at first they'd asked me if i would consider not coming back to uni and to stay with them but i've obviously made the decision to get my degree and it's in the back of my mind that i could go back there but i'm gonna see what's out there for the minute as well,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.8262972235679626,-0.8936149477958679,2.125335693359375,0.09054288268089294
7deoh0NoMs4[1],mark pearson managing director of operations consulting services commented believe that being positioned in the leaders quadrant of this gartner report is a testament to the quality and breadth of services delivers to clients to help them create dynamic operations capable of responding to volatility in the business he said,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.29854297637939453,-1.2347177267074585,1.3395811319351196,0.48555585741996765
7npCA0zoQ8Q[0],i think the university of manchester has a lot to offer a prospective student there's an awful lot of support like i mentioned earlier the speed course was really good at introducing the and on the whole the training that you're offered and support in that way is really good all kinds,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.8830980062484741,-0.5499982833862305,2.7394931316375732,-0.43546321988105774
8VhVf0TbjDA[0],award as the west sub area advisory managing partner of ernst young leadership has resulted in her sub area gaining the number one rankings for sales performance revenue growth and profitability within ernst young and in her personally being voted in by her colleagues for her exemplary and strategic leadership,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.8681426048278809,-1.495491862297058,1.2818553447723389,0.4962136447429657
8wQhzezNcUY[1],stewart let me give you an example my princess foundation recently announced a fund raising campaign in the german city of and in yet in four weeks we were able to collect more than half million euro for poor families for women and their families in southern india and,[1. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],0.18627145886421204,-1.142712116241455,1.664690375328064,0.4679897427558899
92291[1],anyways ice cube plays this guy named nick persons who has just married the woman of his dreams suzanne and umm he wants to settle down so he buys a quiet suburban house to escape you know the hustle and bustle of you know the city life and,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.5355563163757324,-0.6826843023300171,0.8753599524497986,0.6325618028640747
9Lr4i7bIB6w[6],in this section you will find how nasa is working to weave into the fabric of its culture and how we are seeking to utilize to maximize the individual potentials of our workforce,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.33590075373649597,-0.9786856770515442,0.5343948602676392,1.332638144493103
9PzZSheh10U[26],a question that i'm asked very frequently is what is the difference between customer experience customer service and customer let's start off by explaining what customer experience is customer experience is a collection of events that your customers experience or goes through when doing business with you from beginning to end,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.17116829752922058,-0.660551905632019,1.6817729473114014,0.5897802114486694
A1lFJXUpxZo[4],initiative we have some strong institutional partners and we also want to make sure that we involve grassroots community based organizations and individuals parents residents of the community and young people that are growing up in the community in the decision making processes and the designing key elements of our pipeline of and i,[0. 1. 0. 1. 0. 1.],[1. 1. 0. 0. 0. 1.],1.0753861665725708,-1.5031914710998535,0.9352688193321228,0.8634909391403198
BJS5KCSowgU[2],can go into sometimes you can't sleep and it's o'clock at night and you think know got some energy to burn i'll start doing some and you do and you get through them quite quick i would definitely,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.07230319082736969,-1.1688086986541748,1.2094391584396362,0.7191223502159119
CO6n-skQJss[3],enlightening i have applied it to behaviors tho the best example i could give you is adam in the garden because more often than not when you catch someone doing wrong the first thing they try to do is hide the second thing is too use the proverbial fig leaf and try to cover it up and when all else fails they blame someone else i think it's pretty scary how ritualistic we all really are,[1. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 1.],-0.48776179552078247,-0.8329464793205261,1.587259292602539,0.9316580891609192
DR65no1jCbg[1],advertising in my village i joined this program because i used to be a university student but i gave up my studies because i got married hence this program allowed me to get back in the technology field and improve myself and open new horizons for me despite the fact that i am married and have kids now i have the opportunity,[0. 1. 1. 0. 0. 1.],[1. 1. 0. 0. 0. 0.],0.144248366355896,-1.248702049255371,1.5986560583114624,0.7337754964828491
EO_5o9Gup6g[1],to explain why the last one didn't work adherents to the keynesian economic philosophy are claiming that they actually did work it just looks like they didn't because we don't realize how much worse off we would be right now without trillions of dollars of public spending,[1. 0. 1. 1. 1. 0.],[0. 1. 1. 1. 1. 1.],1.00486421585083,0.9758411645889282,1.40424382686615,0.3873730003833771
EO_5o9Gup6g[15],second of all businesses are reluctant to hire and invest not because they are looking for temporary credits but because of future uncertainty they simply don't know what the government is going to do next and how future government policies will affect decisions they make now,[0. 1. 1. 0. 1. 0.],[1. 0. 1. 0. 0. 1.],0.7344383001327515,-0.6221368312835693,1.8389500379562378,0.8281622529029846
GAVpYuhMZAw[1],rental income if you're struggling with a borrowing capacity then maybe going with the lender who takes all that rental income into account might mean that you can borrow more money i do suggest that you always go and speak to your mortgage broker about this because he will have access to all the lenders they know all the criteria and they can help you out in the coming,[1. 0. 0. 0. 0. 1.],[1. 1. 0. 0. 0. 0.],0.729691743850708,-0.13881945610046387,1.1385657787322998,0.7141150236129761
GmpDbIstUdc[2],depend on i'm always on time i'm then it comes to tell me something about your weaknesses an example might be well you know i'm the kind of person that once i get started on a task i have difficulty getting off that task and getting on to something else you always want to have with the weakness what you've done to compensate for that,[1. 1. 1. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.2540104389190674,-1.4424304962158203,1.8503721952438354,0.32499656081199646
HJTxq72GuMs[1],in the more medium term i think how to change cultural values and traditions become s a much more longer term issue but having role models having girls understand that their self esteem should not just be measured by that fact that they're married and having children needs to be changed and i think,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.8009138703346252,-1.112842321395874,1.5872061252593994,0.609792172908783
HbaycY0VuZk[1],business the link below is to the page on my website that talks about the variety of things that i utilize online to make money and direct marketing is a big component of that and i teach my team exactly how to do that and that is totally free for those of you who are on my team so i hope,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.6694098711013794,-1.37379789352417,1.58945631980896,0.30881550908088684
IHp8hd1jm6k[22],leaders we actually pull some of those out and say we're having you listen to this not actually what he's talking about earnings but how he tells the story about earnings and they're in awe wow that is that is so compelling and what they see is a great communicator and a great storyteller stands above all the rest but we also show them video that's a very,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],-1.3448870182037354,-0.9004951119422913,1.3674179315567017,0.47162890434265137
Iemw8vqt-54[2],side so this whole experience has made american very rich and we respect the fact that muslims and jews and christians and hindus and buddhists and everyone else has equal rights under the law in the united states and we see it through the way our american citizens live out their lives when you,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-1.522462248802185,-0.6238745450973511,0.13707996904850006,1.402029275894165
KB5hSnV1emg[4],when you're deciding to do a paid app or a paid game make sure that the quality is extremely high because people are going to expect this for this type of an app if you're just testing,[0. 0. 1. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.05054150149226189,-1.0136405229568481,1.8272151947021484,0.07075005024671555
Kyz32PTyP4I[2],been and the evidence is this that even despite a big downturn in the energy sector where unfortunately two thousand jobs in saskatchewan had been lost our economy actually created net new jobs because of the diversity of our economy because of the strength in agriculture because of the strength in manufacturing and tech and in mining,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 0. 1.],0.028947914019227028,-0.2931293845176697,2.3397727012634277,0.17921903729438782
LJGL2sGvSS0[10],thing to be successful as an entrepreneur you first of all you need to be passionate you need to be willing to implement you need to be willing to take that step forward i also think you need to be very teachable and be willing to get advice from people when you need it when,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],-0.2700793147087097,-0.963080108165741,0.9640930891036987,1.1178773641586304
MHyW857u_X8[2],business you can't constantly teach and speak about something without it having a dramatic effect on how you live your life how you do your business and etc because you can't continuously teach something and live a completely different way or do it a completely different way without being consider a fraud or a fake so,[1. 0. 1. 0. 0. 1.],[1. 0. 1. 0. 1. 0.],0.4151090979576111,0.9465698003768921,0.7597466707229614,1.8745667934417725
MtIklGnIMGo[0],that's a problem so then you have people that follow them that think well my leaders want peace they say they want peace i want peace so if they think it's okay to build more settlements that will bring peace they're going to follow those people but we're not going to get peace and i'm concerned,[0. 1. 1. 0. 1. 1.],[0. 1. 1. 0. 1. 1.],1.6168285608291626,0.07523442804813385,0.9570696353912354,1.1018929481506348
NoOt0oU843M[4],again we know that equipment is very important to you and having that safe reliable equipment is a key to your success delivering to our customers safely and timely and for you to earn the miles and the pay that you deserve so again,[1. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],0.28008198738098145,-0.607612669467926,1.4194073677062988,0.5996196866035461
OORklkFql3k[11],while the negotiators were closing the deal in vienna iran's supposedly moderate president chose to go to a rally in tehran and at this rally a frenzied mob burned american and israeli flags and chanted to america death to now this didn't happen four years ago,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],-0.02651614509522915,1.681198000907898,-0.3866996169090271,1.4720700979232788
P0UHzR4CmYg[2],for instance when you're doing e mail triage every morning do you question whether a particular e mail is from a real person or is it an e mail blast that's been personalized to you are you suspicious of the ads that you see are even re targeted or do you stop looking at your direct messages on because all you seem to receive are automated messages your audience is just as sick of being bombarded with automation as you are and in this discussion of automation let's also consider the human error factor,[1. 0. 0. 0. 1. 0.],[1. 0. 1. 1. 1. 0.],-0.6089445948600769,0.5297971963882446,2.017186403274536,0.6438573598861694
Pbu6oAKFCvo[1],doing your research will always pay off even more so with stocks if you're not a very tech savvy person or apple stock great as they may be will end up costing you money similarly for stocks if you don't know the oil market and so on,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.16691578924655914,-1.076347827911377,1.700527310371399,0.595788300037384
QBc7X5jj8oA[0],companies one has to remember however that when mark took over at sunrise with its shares trading below cents and bankruptcy looming a sale of the company was always on the table as sort of an strategy if he could accomplish what many thought was a near impossible task,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.163258895277977,-0.2059033215045929,1.3490761518478394,0.6239455342292786
R9xTBw3MCWI[4],possession so for most of you especially if you've taken the health three unit health class which isn't required to transfer to a and even to transfer to a you have a lot of options in that area e but if you've taken it again this chapter will be just a good reminder at this point,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.6429550051689148,-1.1040927171707153,2.1546599864959717,0.2079658955335617
