id,input_sentence,label,prediction,confidence,confidence-t,confidence-v,confidence-a,prediction-dynamic
0K7dCp80n9c[5],but what happens is the softener resin does not want to fully let go of all of the iron that it captures and the resin becomes fouled now,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 1.],0.4645666,0.5182475273628944,0.5452976497428828,0.6903626150539864,[1. 0. 0. 0. 0. 1.]
0K7dCp80n9c[6],fouled now if you catch it early enough you can fix that problem so,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.45697686,0.5239370327924473,0.5007015005994139,0.5942061476790377,[1. 0. 1. 0. 0. 0.]
0K7dCp80n9c[7],problem so do it right away don't wait until the problem arises use rust out layer,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.45471042,0.5993042404613795,0.5787500932739628,0.6023932457819204,[1. 0. 1. 0. 0. 0.]
0PlQc98SccA[0],joe echevarria of deloitte recently stated that white house discussions over the fiscal cliff are encouraging,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45546034,0.5471566186459289,0.43537885877138927,0.6040705547283858,[1. 0. 0. 0. 0. 0.]
0PlQc98SccA[1],cliff he also said that the president is getting a better sense of what steps need to be taken to prevent the crisis from erupting,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45863205,0.5355425756922698,0.38045083369491217,0.6541841329525035,[1. 1. 0. 0. 0. 0.]
0PlQc98SccA[2],echevarria was one of fourteen of large organizations who met with the president earlier this week he,[1. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.45803282,0.5394584113966283,0.5119761564096543,0.8045341020366147,[0. 0. 1. 0. 0. 0.]
0YiAKqU36KE[0],the filth that you see in india with this throw away culture is a result of the fact that there is no industrially organized system to pick it up,[1. 0. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.4534247,0.7113034900180444,0.5431560753998229,0.7243756805749637,[1. 1. 1. 0. 1. 0.]
0YiAKqU36KE[1],so every nook and corner every the is the ultimate commons becomes a place to throw your garbage into,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],0.46234393,0.5145083095331533,0.5340054557245567,0.8404873409217246,[1. 0. 1. 0. 1. 0.]
0YiAKqU36KE[2],about years ago i fought a case in the supreme court of india because toxic waste ships were being sent from the united states,[1. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 1.],0.4541437,0.6494475085884968,0.45945343031173197,0.7263266719953794,[0. 1. 1. 0. 1. 1.]
0YiAKqU36KE[3],and this information had been brought to me so i filed a case and,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45091087,0.28793869829846197,0.5791100659652595,0.3353162884162665,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[4],case and when the judge asked so are you suggesting dr shiva,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4603484,0.4726955303805325,0.4808861782632431,0.6194988877384033,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[5],suggesting dr shiva that we are being treated like a waste dump i,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 0. 0.],0.45704776,0.5355589871729667,0.577236431693261,0.6588377456824404,[0. 1. 1. 0. 0. 0.]
0YiAKqU36KE[6],dump i said yes we are,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45604226,0.5594246524482676,0.5352628712211882,0.7382379794545006,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[7],and it led to a huge series of investigations and a new alertness and what's,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.45384544,0.5220074837823545,0.41978944474618185,0.3694027478116013,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[8],new alertness and what's basically happening is in countries like the us the waste isn't thrown by every consumer everywhere,[1. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.4529944,0.4036984578642433,0.6863863929233137,0.5677098454956901,[0. 1. 1. 0. 1. 1.]
0bxhZ-LIfZY[0],i think what will hold us back will be our weakness in implementation our deadlocked democracy if not educated will turn back on us which is something we need to clearly focus on education,[1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.4593696,0.4038714511281048,0.6127307512586805,0.7884311925216889,[0. 1. 1. 0. 1. 1.]
0bxhZ-LIfZY[1],on education health care all these critical if not dealt with and kept to the last will turn india into less of a superpower than it can be,[0. 1. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 1.],0.456955,0.4293597332345346,0.5929819783267838,0.49675704113301206,[1. 1. 0. 0. 0. 1.]
0eTibWQdO5M[0],sense something else for you to consider is if you have to go to great lengths to work in this funny story or joke or antidote don't do it,[1. 0. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.45072323,0.6005390467158789,0.446485375398122,0.49318904681373166,[1. 0. 0. 0. 0. 0.]
0uftSGdwo0Q[0],setting up an informational interview is one of those things that a lot of companies and individuals are using right now,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1.],0.4512452,0.4063389719090984,0.578519229906321,0.5969657673330285,[1. 1. 0. 0. 0. 1.]
0uftSGdwo0Q[1],organization informational interviews work well for the candidates and for the company make sure,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45343214,0.5824445693742912,0.5637101289070771,0.6338111381399016,[1. 0. 0. 0. 0. 0.]
0uftSGdwo0Q[2],informational interview a couple of things to remember one it could be in a group format the other is it could be in a one on one the real,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4554523,0.43422444438404784,0.49313674414145603,0.6606881178125698,[1. 0. 0. 0. 0. 0.]
0uftSGdwo0Q[3],company you could have it on a cd where you could actually just give it to that individual and have them take a look at it,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.44966817,0.2137369387571857,0.4138655698013682,0.5116591736603973,[1. 1. 0. 0. 0. 0.]
100178[0],hi there today we're going,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4583435,0.5512075057003003,0.39704440439464916,0.7002214261135871,[1. 0. 0. 0. 0. 0.]
100178[1],hi there today we're going to be reviewing cheaper by the dozen which is umm the original version there's a second,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4563164,0.504540454767666,0.579314742620212,0.6714106117695848,[1. 0. 0. 0. 0. 0.]
100178[2],uhh the dad's getting hit by the kids or someone's acting up sort of thing not,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.458481,0.4151298810503657,0.5861026044225146,0.7182467458398956,[1. 1. 0. 0. 0. 0.]
100178[3],thing not all that funny and not all that original and i didn't think the acting was all that great either but,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.4521147,0.5948117097400354,0.5259871566587685,0.5611572151287921,[1. 1. 1. 1. 1. 0.]
100178[4],great either but who knows i umm am probably tougher on movies than a lot of people this was pretty,[0. 0. 0. 1. 1. 0.],[1. 1. 1. 0. 1. 0.],0.4557426,0.5132057901539854,0.5798093181475444,0.6761838315796528,[0. 1. 1. 0. 1. 0.]
100178[5],lot of people this was pretty popular umm and it's a good choice for like i said kids or families umm so,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45170122,0.34533457955007496,0.48413447979688395,0.4601290668127703,[1. 0. 0. 0. 0. 0.]
100178[6],families umm so if you're looking for something it's sort of lighthearted umm it's,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.45155647,0.502982658730438,0.5298944966996578,0.6130425680582885,[1. 1. 0. 0. 0. 0.]
100178[7],lighthearted umm it's only cheaper by,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4568628,0.38410773629737094,0.549556246046643,0.7006799907278565,[1. 1. 0. 0. 0. 0.]
100178[8],only cheaper by the dozen is a good place to look but for me,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4537006,0.5106110558714669,0.3151287213954592,0.6259776330388289,[1. 0. 0. 0. 0. 0.]
100178[9],place to look but for me it only gets two stars out of five,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.46177393,0.4777504223512426,0.5144270405899869,0.810277263742801,[0. 1. 1. 0. 1. 0.]
100178[10],version there's a second movie out now but this is uhh steve martin in the first role it tells the story,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.4518534,0.5334174115726453,0.5780526847382755,0.5382510145102513,[1. 1. 1. 0. 0. 0.]
100178[11],first role it tells the story of umm a family with twelve kids and his attempts to raise them umm includes,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.46636236,0.4551500510544556,0.41068736149345025,0.7593205318799803,[0. 0. 1. 0. 0. 0.]
100178[12],them umm includes hillary duff bonnie hunt tom welling and piper umm,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4524537,0.5177822440161048,0.5452026326330799,0.3296475142840879,[1. 0. 0. 0. 0. 0.]
100178[13],umm all names that should be familiar with kids and some adults and so this kind of makes the movie have wide appeal i,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.45565027,0.39070549139951694,0.5798073275636991,0.6096269677642168,[1. 1. 0. 0. 0. 0.]
100178[14],appeal i didn't really like the movie i thought it was cheesy i think steve,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.45613906,0.44788782894494455,0.5667294412160837,0.6963654677167425,[1. 1. 1. 0. 1. 0.]
100178[15],cheesy i think steve done other better things ebert and roper,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 1. 0.],0.45961618,0.5194938258583599,0.5796932197013074,0.7175304889837768,[1. 1. 0. 0. 1. 0.]
100178[16],better things ebert and roper apparently said two thumbs up here on the cover but for me it's probably two thumbs down umm,[1. 0. 0. 1. 1. 0.],[1. 1. 1. 0. 1. 0.],0.46121812,0.33422405967427404,0.5804643962801089,0.7332529941224848,[1. 1. 1. 0. 1. 0.]
100178[17],umm the humor seemed kind of contrived kind of you know slapstick,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 1. 0.],0.4568214,0.43955345958725606,0.5744251769821028,0.7288282568588839,[1. 1. 0. 1. 1. 0.]
10219[0],hi i'm doing my video opinion for wolf's rain loss,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4573322,0.5260302516355446,0.5762199780345449,0.6825927098165385,[1. 0. 0. 0. 0. 0.]
10219[1],this is the third in the series and it contains uhh four episodes episodes eleven twelve thirteen and fourteen,[0. 0. 0. 0. 0. 1.],[1. 1. 0. 0. 0. 0.],0.46251783,0.6740332748797547,0.5333932915855041,0.6551695954907746,[1. 1. 0. 0. 0. 0.]
