id,input_sentence,label,prediction,confidence,confidence-t,confidence-v,confidence-a,prediction-dynamic
-AUZQgSxyPQ[0],the perfect soul mate to the spot therapy brush this gentle ph balanced and containing and fruit oils and bamboo and prickly bear extracts deliver intense healing while smooth granules buff away dead dry skin cells the,[0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],0.4525485,0.16877339467853159,0.5841302595327154,0.5682179995394616,[1. 0. 0. 0. 0. 0.]
-HeZS2-Prhc[0],so the major index tracking exchange traded funds were smartly higher at the opening bell on the stock market today the,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.4448204,0.48600731764006416,0.5361169392076185,0.43469973060628225,[1. 0. 0. 1. 0. 0.]
-HeZS2-Prhc[1],market today the august jobs report is out and it was seen overall as solid but not great the report,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.44599715,0.24177917066835108,0.531912565435126,0.44679743234885094,[1. 1. 0. 0. 0. 1.]
-HeZS2-Prhc[2],so a look at the gold and silver exchange traded funds gold shares popped nearly in early trade on the stock market today,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44540507,0.28269469768502586,0.5314680414921177,0.4306054447648043,[1. 1. 0. 0. 0. 0.]
-HeZS2-Prhc[3],industry she pledged to fight unjustified of drugs if,[1. 0. 1. 0. 1. 0.],[1. 0. 1. 0. 0. 0.],0.45248342,0.38475415178916295,0.5316067131085921,0.711872493151743,[1. 1. 1. 0. 0. 0.]
-MeTTeMJBNc[0],okay what happens at this point after we've taken this brief walk down memory lane is the presentation of the gift now,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45200354,0.20431643263978994,0.5325734342715243,0.463776608056263,[1. 1. 0. 0. 0. 0.]
-MeTTeMJBNc[1],whatever it is it just needs to be a simple statement and then you present the gift,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44973874,0.2362764724896419,0.5317968057590577,0.42827929923697583,[1. 1. 0. 0. 0. 0.]
-MeTTeMJBNc[2],panic a thinking oh my gosh fiftieth wedding anniversary fortieth wedding anniversary i've got to come up with something really good,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.4451911,0.5369795673074926,0.3876311705010812,0.43962596738408677,[1. 0. 0. 1. 0. 0.]
-MeTTeMJBNc[3],picture maybe you could find a picture of the couple from their wedding or sometime in their life or maybe even a current picture and have it put in a beautiful frame,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44738522,0.30046142232431683,0.5314059208599746,0.42628715498968206,[1. 1. 0. 0. 0. 0.]
-RfYyzHpjk4[0],so get your friends lined up get your business colleagues lined up and have a good time kathy,[1. 1. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45158368,0.3473972641445765,0.5318912132565445,0.4484118471307147,[1. 0. 0. 0. 0. 0.]
-RfYyzHpjk4[1],you can make a conference call but it takes quite a bit of planning well not a lot of planning it's pretty easy to do what has,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45360428,0.2962231536591303,0.5312732572906855,0.5260104979584804,[1. 1. 0. 0. 0. 0.]
-RfYyzHpjk4[2],doing it's pretty pretty easy to do but you got to set up those numbers ahead of time you,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4537216,0.30564830390570275,0.5322257668360497,0.4723599390479555,[1. 0. 0. 0. 0. 0.]
-RfYyzHpjk4[3],time you can use it for personal use family friends internationally as long as they can call the states you've got a free conference call that can take place,[1. 0. 1. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.45135534,0.15928391393556696,0.5325186688465173,0.4790743340603885,[1. 1. 0. 0. 0. 0.]
-UUCSKoHeMA[0],i mentioned a word in the last clip called and i want to talk about that briefly what you don't,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44991598,0.19151594045749043,0.5322680705204504,0.5644459484969043,[1. 1. 0. 0. 0. 0.]
-UUCSKoHeMA[1],monotone now the big problem with being monotone obviously you'll put your audience to sleep a,[0. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45318156,0.35768654477181483,0.5315226413329729,0.5524091286685879,[1. 0. 0. 0. 0. 0.]
-UUCSKoHeMA[2],monotone what monotone is is it means that you use only one pitch in your voice so that everything sounds exactly the same,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45351058,0.16530855296756097,0.5706601329068349,0.4322768767547825,[1. 1. 0. 0. 0. 0.]
-UUCSKoHeMA[3],three pitches two pitches always better than one which will leave you monotone now the big problem,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45373785,0.20609628424240278,0.5320251463043304,0.4387282190402541,[1. 1. 0. 0. 0. 0.]
-cEhr0cQcDM[0],information and i think that feeling of empowerment is much more valuable than the feeling you get on television not,[1. 1. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44983357,0.14028819454479102,0.5202291275810558,0.4288821395309787,[1. 1. 0. 0. 0. 0.]
-cEhr0cQcDM[1],night before well they're not necessarily going to remember all that but they'll see that ad it gets triggered and they click on it they have,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.44856167,0.27571562403663585,0.5315281280967176,0.5098586422729671,[1. 1. 0. 0. 0. 1.]
-ri04Z7vwnc[0],going to get married or are already married i think finances,[0. 1. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.45161068,0.17304238481837086,0.5312762316726708,0.6596835266026491,[1. 1. 0. 0. 0. 1.]
-ri04Z7vwnc[1],married i think finances for some reason has been a very delicate issue between couples most people,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],0.45046356,0.2822853569836774,0.5315216294298233,0.5562883626901514,[1. 1. 0. 0. 0. 1.]
-ri04Z7vwnc[2],couples most people think it'll sort itself out we'll discuss it later it's not something too important yet it,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 0. 0.],0.45183784,0.5544633994652944,0.5317853722755913,0.4660326610113085,[0. 1. 0. 0. 0. 0.]
-ri04Z7vwnc[3],spouse so i think it's important to discuss finances i think,[1. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45254028,0.23279326800554923,0.5327033789899265,0.4816693984992104,[1. 1. 0. 0. 0. 0.]
-ri04Z7vwnc[4],finances i think first it's important for individuals who are in a relationship or in a marriage to acknowledged to themselves what really are their financial goals what do they really,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.4520831,0.3277720068038472,0.5312934197164729,0.44221624021570527,[1. 1. 0. 0. 0. 1.]
-ri04Z7vwnc[5],financial goals what do they really want you know maybe a fancy car maybe a bigger house maybe a trip abroad what do they,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44979462,0.2849121251336221,0.5316989516581158,0.4311730771819152,[1. 1. 0. 0. 0. 1.]
-rxZxtG0xmY[0],i am a mother of two children who have finished their studies have done their masters but are now unemployed i,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.44896173,0.3798316641507723,0.5915112344247407,0.5236944949277357,[1. 1. 0. 0. 0. 1.]
-rxZxtG0xmY[1],leave greece because of the financial recession many graduates leave the country to make a better future i will try,[0. 1. 1. 0. 0. 1.],[0. 1. 1. 0. 1. 0.],0.4554872,0.175228041143619,0.5319388565187773,0.5777327624148237,[1. 1. 0. 0. 0. 0.]
-s9qJ7ATP7w[0],they have doubt they have fear they lose in a ferrari race or they lose in a race and then they just give up but,[0. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.45481777,0.4635429551079074,0.7529927935119632,0.5664294009707191,[0. 1. 1. 0. 1. 1.]
-s9qJ7ATP7w[1],up but the hardest thing in life to learn is to lose easy,[1. 1. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.45420805,0.44107779216796167,0.5337111036950308,0.42623679620791477,[1. 0. 0. 0. 0. 0.]
-s9qJ7ATP7w[2],lose easy you win you're happy you get a high five your friends are happy it's your,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44921282,0.27370644445757797,0.39062214156525066,0.5289510635351252,[1. 0. 0. 0. 0. 0.]
-s9qJ7ATP7w[3],happy it's your ability to take a loss get up the next day dust yourself off and keep going i have lost,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4504593,0.221173044990703,0.5320203361869343,0.42597387589539126,[1. 0. 0. 0. 0. 0.]
-s9qJ7ATP7w[4],and keep going i have lost at everything you can imagine seriously i,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 0. 0.],0.44504416,0.32204091682185365,0.3494334292937785,0.45383160688232144,[1. 0. 0. 0. 0. 0.]
-s9qJ7ATP7w[5],seriously i have been beat up and put down and everything that can go wrong has gone wrong for me but i,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1.],0.4465118,0.37173392436579233,0.5309609165185012,0.5279554155865422,[1. 1. 0. 0. 0. 1.]
-s9qJ7ATP7w[6],for me but i just kept going i used,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45028153,0.3152544820779436,0.5318521394852275,0.476035126460416,[1. 1. 0. 0. 0. 0.]
-s9qJ7ATP7w[7],going i used to work for warren avis the guy who started avis rent a car and he said to me one day robert what's the purpose of business and i said oh,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45226425,0.1943149178629836,0.531763231016978,0.543798872210881,[1. 1. 0. 0. 0. 1.]
-s9qJ7ATP7w[8],of business and i said oh make a profit and all these other things and he said no,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],0.45036912,0.30295897628824553,0.5309264034662282,0.634617180842268,[1. 1. 1. 0. 1. 1.]
-s9qJ7ATP7w[9],these other things and he said no the purpose of business is to create a customer because everything else takes care of itself it,[1. 1. 0. 1. 1. 0.],[1. 0. 0. 0. 0. 1.],0.44712532,0.2927502389744101,0.5311414870581165,0.4594782199467319,[1. 1. 0. 0. 0. 1.]
-yRb-Jum7EQ[0],vacuum it comes with the assistance and agitation of states and regimes yesterday iran announced that it will finance the families of the terrorists and murderers this shows that iran even after the nuclear agreement is continuing to aid terrorism including palestinian terrorism hezbollah terrorism and its assistance to hamas this,[0. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.45016086,0.20208257352850922,0.7985114679801646,0.906948671343969,[0. 1. 1. 0. 1. 1.]
-yRb-Jum7EQ[1],second the terrorism by those wielding knives the palestinian children also does not exist in a vacuum it comes,[0. 1. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.45411807,0.21131211829591057,0.7107173238330278,0.8923485728260112,[0. 1. 1. 0. 1. 1.]
-yRb-Jum7EQ[2],a vacuum it comes from the palestinian education system which is controlled by the palestinian authority yesterday gelman,[0. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 1.],0.45245054,0.4287923553056133,0.7455066093118599,0.7647556928887684,[0. 1. 1. 0. 1. 1.]
-yRb-Jum7EQ[3],authority yesterday gelman lost his life in another terrorist attack not by the students of terrorism but by those who teach terrorism a palestinian teacher therefore the world,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.45136598,0.17716539881465,0.652761462230715,0.8131241321428689,[1. 1. 1. 0. 0. 1.]
-yRb-Jum7EQ[4],teacher therefore the world needs to stand with israel against this incitement which is the number one cause of terrorism,[1. 1. 1. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],0.44995645,0.3194057494559973,0.49589818618915743,0.7856186998674841,[1. 1. 1. 0. 1. 0.]
0Fqav67TDEw[0],better so a very good way of helping yourself to remember your dreams better on a consistent basis is to keep a dream journal so,[1. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45237166,0.35782218045728165,0.5320293860763149,0.4277453198370517,[1. 0. 0. 0. 0. 0.]
0JaYazphxfM[0],onions however i feel it tastes better without onions because onions release water which makes the sticky keep,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4509297,0.2453345962511907,0.5324141423175343,0.44442790201594085,[1. 1. 0. 0. 0. 0.]
0JaYazphxfM[1],sticky keep asking me questions like this and i will try to solve any kitchen problems you might face,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4480487,0.39865029281166176,0.5308567150250753,0.4918550582010515,[1. 0. 0. 0. 0. 0.]
0K7dCp80n9c[0],you crazy so it helps keep your resin doing what it's supposed to do it's really,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45257854,0.10487444574445537,0.5313868582400347,0.47391924877596114,[1. 1. 0. 0. 0. 1.]
0K7dCp80n9c[1],supposed to do it's really designed for well water because that's the kind of water that typically will have an iron problem so,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.45335418,0.34579962588169944,0.5309765979509472,0.5037360015484751,[1. 1. 1. 0. 0. 0.]
0K7dCp80n9c[2],rust out is a water softener resin cleaner specifically designed for well water or water that is iron bearing,[0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],0.4530892,0.16637212065304063,0.5316597531876227,0.468498161289075,[1. 1. 0. 0. 0. 0.]
0K7dCp80n9c[3],it it's commonly the culprit behind those nasty iron stains in your toilet bowls or in your tub or even in your laundry sometimes and,[1. 0. 0. 0. 0. 1.],[0. 1. 1. 0. 1. 0.],0.45192802,0.4367929701646924,0.5307367237540176,0.5164372249583239,[0. 1. 1. 0. 1. 0.]
0K7dCp80n9c[4],sometimes and if your softener is working properly and you have low levels of iron your softener should be able to handle it,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45304173,0.10332973166039117,0.5313304819469834,0.42623967700744936,[1. 1. 0. 0. 0. 1.]
0K7dCp80n9c[5],but what happens is the softener resin does not want to fully let go of all of the iron that it captures and the resin becomes fouled now,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 1.],0.45608664,0.36617705580373816,0.531513920567647,0.4967190723123118,[1. 1. 0. 0. 0. 1.]
0K7dCp80n9c[6],fouled now if you catch it early enough you can fix that problem so,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.4520066,0.2734166279421274,0.5311369631355506,0.43276960883285703,[1. 0. 1. 0. 0. 0.]
0K7dCp80n9c[7],problem so do it right away don't wait until the problem arises use rust out layer,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.45010525,0.3916410346710596,0.5314795179048085,0.5726973043733938,[1. 0. 0. 0. 0. 0.]
0PlQc98SccA[0],joe echevarria of deloitte recently stated that white house discussions over the fiscal cliff are encouraging,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45088527,0.27486478245161494,0.5320889002912543,0.5608314742263955,[1. 1. 0. 0. 0. 0.]
0PlQc98SccA[1],cliff he also said that the president is getting a better sense of what steps need to be taken to prevent the crisis from erupting,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45305702,0.32849158556418234,0.5323010156339036,0.457372863599312,[1. 1. 0. 0. 0. 0.]
0PlQc98SccA[2],echevarria was one of fourteen of large organizations who met with the president earlier this week he,[1. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.4525014,0.25082441495671914,0.5750866909693777,0.6741796299630862,[1. 1. 1. 0. 0. 0.]
0YiAKqU36KE[0],the filth that you see in india with this throw away culture is a result of the fact that there is no industrially organized system to pick it up,[1. 0. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.4465726,0.4969664808225152,0.5308454021522874,0.5458577614144214,[1. 1. 1. 0. 1. 0.]
0YiAKqU36KE[1],so every nook and corner every the is the ultimate commons becomes a place to throw your garbage into,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],0.45567536,0.37683946019963765,0.5319796903883,0.6891581833082764,[1. 1. 1. 0. 1. 0.]
0YiAKqU36KE[2],about years ago i fought a case in the supreme court of india because toxic waste ships were being sent from the united states,[1. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 1.],0.44610178,0.4707466819459854,0.6189448712097712,0.4803735001393049,[1. 1. 1. 0. 1. 1.]
0YiAKqU36KE[3],and this information had been brought to me so i filed a case and,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4472829,0.17557820638000554,0.5312976574442086,0.397679712307361,[1. 1. 0. 0. 0. 1.]
0YiAKqU36KE[4],case and when the judge asked so are you suggesting dr shiva,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45400646,0.26058721368293836,0.5327657612859142,0.4284213399801228,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[5],suggesting dr shiva that we are being treated like a waste dump i,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 0. 0.],0.45153373,0.3953054433731693,0.5310273934448096,0.5679048712629713,[0. 1. 1. 0. 0. 1.]
0YiAKqU36KE[6],dump i said yes we are,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45042115,0.36618790487538844,0.5313929010394495,0.527925568025643,[1. 0. 0. 0. 0. 0.]
0YiAKqU36KE[7],and it led to a huge series of investigations and a new alertness and what's,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.44909024,0.3256341115205863,0.5312348070152486,0.2637452499832738,[1. 1. 0. 0. 0. 0.]
0YiAKqU36KE[8],new alertness and what's basically happening is in countries like the us the waste isn't thrown by every consumer everywhere,[1. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.44709727,0.2749221686505575,0.6069512083810111,0.5842249381709186,[1. 1. 1. 0. 1. 1.]
0bxhZ-LIfZY[0],i think what will hold us back will be our weakness in implementation our deadlocked democracy if not educated will turn back on us which is something we need to clearly focus on education,[1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.4510827,0.2120632088069433,0.9092082675553698,0.739133923771317,[1. 1. 1. 0. 1. 1.]
0bxhZ-LIfZY[1],on education health care all these critical if not dealt with and kept to the last will turn india into less of a superpower than it can be,[0. 1. 1. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.4499678,0.31766224041969937,0.5308270407096815,0.40956661295790436,[1. 1. 0. 0. 0. 1.]
0eTibWQdO5M[0],sense something else for you to consider is if you have to go to great lengths to work in this funny story or joke or antidote don't do it,[1. 0. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.4475796,0.3834004838993962,0.5311048847835831,0.4132768753839564,[1. 1. 0. 0. 0. 0.]
0uftSGdwo0Q[0],setting up an informational interview is one of those things that a lot of companies and individuals are using right now,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1.],0.45069975,0.30825074168521305,0.5306598313801388,0.49801071725115326,[1. 1. 0. 0. 0. 1.]
0uftSGdwo0Q[1],organization informational interviews work well for the candidates and for the company make sure,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45082313,0.37226828065837525,0.5318785225600741,0.47762365893271874,[1. 1. 0. 0. 0. 0.]
0uftSGdwo0Q[2],informational interview a couple of things to remember one it could be in a group format the other is it could be in a one on one the real,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45156103,0.25401430747362486,0.5310858916681019,0.5112504338222412,[1. 1. 0. 0. 0. 0.]
0uftSGdwo0Q[3],company you could have it on a cd where you could actually just give it to that individual and have them take a look at it,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.44607955,0.09116305505043076,0.5310458775423428,0.49685556421721533,[1. 1. 0. 0. 0. 1.]
100178[0],hi there today we're going,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4513645,0.3471873769588325,0.532638151099627,0.5094627087399266,[1. 0. 0. 0. 0. 0.]
100178[1],hi there today we're going to be reviewing cheaper by the dozen which is umm the original version there's a second,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4502899,0.3299073367294859,0.5319131010283082,0.4509325377462145,[1. 1. 0. 0. 0. 0.]
100178[2],uhh the dad's getting hit by the kids or someone's acting up sort of thing not,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.45171994,0.24441457714336967,0.5319207342532793,0.4975413004379936,[1. 1. 0. 0. 0. 0.]
100178[3],thing not all that funny and not all that original and i didn't think the acting was all that great either but,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.4484025,0.39609618345181186,0.5309878433635252,0.644048574689778,[1. 1. 1. 1. 1. 0.]
100178[4],great either but who knows i umm am probably tougher on movies than a lot of people this was pretty,[0. 0. 0. 1. 1. 0.],[1. 1. 1. 0. 1. 0.],0.4496689,0.3021695614417397,0.5315942738547224,0.572818934440873,[1. 1. 1. 0. 1. 0.]
100178[5],lot of people this was pretty popular umm and it's a good choice for like i said kids or families umm so,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4485769,0.23996434428488567,0.5315021354733893,0.4853148182482971,[1. 1. 0. 0. 0. 0.]
100178[6],families umm so if you're looking for something it's sort of lighthearted umm it's,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.44819832,0.2758438838123516,0.5312905455026783,0.44527510799324316,[1. 1. 0. 0. 0. 0.]
100178[7],lighthearted umm it's only cheaper by,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4501049,0.31997751417438114,0.5319535403578151,0.47956629633927306,[1. 1. 0. 0. 0. 0.]
100178[8],only cheaper by the dozen is a good place to look but for me,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44704664,0.33184330635156656,0.5270013435825154,0.5600863238717448,[1. 0. 0. 0. 0. 0.]
100178[9],place to look but for me it only gets two stars out of five,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.4540217,0.3371742491768658,0.5313010549856928,0.8071054883713474,[1. 1. 1. 0. 1. 0.]
100178[10],version there's a second movie out now but this is uhh steve martin in the first role it tells the story,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4484806,0.34370685738694307,0.5309449754664592,0.4840300310307535,[1. 1. 0. 0. 0. 0.]
100178[11],first role it tells the story of umm a family with twelve kids and his attempts to raise them umm includes,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.46290302,0.21812374258216005,0.5320986942871935,0.5319059783482177,[1. 1. 0. 0. 0. 0.]
100178[12],them umm includes hillary duff bonnie hunt tom welling and piper umm,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.44787073,0.3498422201718545,0.5319598489095722,0.43661250070198726,[1. 0. 0. 0. 0. 0.]
100178[13],umm all names that should be familiar with kids and some adults and so this kind of makes the movie have wide appeal i,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4512553,0.24339548781476816,0.5318387537441694,0.5177062948065153,[1. 1. 0. 0. 0. 0.]
100178[14],appeal i didn't really like the movie i thought it was cheesy i think steve,[0. 0. 0. 0. 1. 0.],[1. 1. 0. 0. 1. 0.],0.44966042,0.18962881192132475,0.531582494893211,0.5312044278037868,[1. 1. 0. 0. 0. 0.]
100178[15],cheesy i think steve done other better things ebert and roper,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.45276183,0.3791511148953042,0.5319546033671844,0.5780647554845267,[1. 1. 0. 0. 1. 0.]
100178[16],better things ebert and roper apparently said two thumbs up here on the cover but for me it's probably two thumbs down umm,[1. 0. 0. 1. 1. 0.],[1. 1. 1. 0. 1. 0.],0.45436656,0.16374684186948796,0.5319418574759966,0.6982017249432229,[1. 1. 0. 0. 1. 0.]
100178[17],umm the humor seemed kind of contrived kind of you know slapstick,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 1. 0.],0.4506082,0.24884545634415234,0.5314682479612451,0.5796419290423669,[1. 1. 0. 0. 1. 0.]
10219[0],hi i'm doing my video opinion for wolf's rain loss,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.45211843,0.3529056725742963,0.5318939729924071,0.4298724433226189,[1. 0. 0. 0. 0. 0.]
10219[1],this is the third in the series and it contains uhh four episodes episodes eleven twelve thirteen and fourteen,[0. 0. 0. 0. 0. 1.],[1. 1. 0. 0. 0. 0.],0.4559926,0.5377478108613944,0.5331748011584758,0.471797555628937,[1. 1. 0. 0. 0. 0.]
