id,input_sentence,label,prediction,confidence,confidence-t,confidence-v,confidence-a
-UUCSKoHeMA[1],monotone now the big problem with being monotone obviously you'll put your audience to sleep a,[0. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.31927362,0.19936477,-1.3473729,0.3449136
-UUCSKoHeMA[2],monotone what monotone is is it means that you use only one pitch in your voice so that everything sounds exactly the same,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2849033,0.19247815,0.20752904,-0.56352234
-UUCSKoHeMA[3],three pitches two pitches always better than one which will leave you monotone now the big problem,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.3118173,0.21401422,-8.067916,0.32541144
-cEhr0cQcDM[0],information and i think that feeling of empowerment is much more valuable than the feeling you get on television not,[1. 1. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.28358984,0.23419265,0.24040002,0.2490506
-cEhr0cQcDM[1],night before well they're not necessarily going to remember all that but they'll see that ad it gets triggered and they click on it they have,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.3294201,0.19249879,5.817791,0.32803905
-ri04Z7vwnc[0],going to get married or are already married i think finances,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2666079,0.24420838,2.2997837,0.24439205
-ri04Z7vwnc[1],married i think finances for some reason has been a very delicate issue between couples most people,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],0.31390578,0.2026362,-0.8155354,-0.037283644
-ri04Z7vwnc[2],couples most people think it'll sort itself out we'll discuss it later it's not something too important yet it,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.3305494,0.15520667,0.25318292,0.36480913
-ri04Z7vwnc[3],spouse so i think it's important to discuss finances i think,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.2986198,0.20796932,2.7574415,0.31008747
-ri04Z7vwnc[4],finances i think first it's important for individuals who are in a relationship or in a marriage to acknowledged to themselves what really are their financial goals what do they really,[1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 0. 1.],0.30344766,0.21740396,0.54162383,0.263899
-ri04Z7vwnc[5],financial goals what do they really want you know maybe a fancy car maybe a bigger house maybe a trip abroad what do they,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.29638803,0.18039443,0.3751967,0.35356113
-rxZxtG0xmY[0],i am a mother of two children who have finished their studies have done their masters but are now unemployed i,[0. 1. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],0.25872016,0.24025898,0.030092856,0.1787941
-rxZxtG0xmY[1],leave greece because of the financial recession many graduates leave the country to make a better future i will try,[0. 1. 1. 0. 0. 1.],[0. 1. 0. 0. 0. 0.],0.26174858,0.19861299,2.923633,0.32397875
-s9qJ7ATP7w[0],they have doubt they have fear they lose in a ferrari race or they lose in a race and then they just give up but,[0. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.24112561,0.17702495,0.23982312,0.38237667
-s9qJ7ATP7w[1],up but the hardest thing in life to learn is to lose easy,[1. 1. 0. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.29627764,0.19591777,3.1693938,0.26122302
-s9qJ7ATP7w[2],lose easy you win you're happy you get a high five your friends are happy it's your,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.26954883,0.20983082,-0.08050716,0.25583458
-s9qJ7ATP7w[3],happy it's your ability to take a loss get up the next day dust yourself off and keep going i have lost,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.27248627,0.19023815,1.114808,0.2901681
-s9qJ7ATP7w[4],and keep going i have lost at everything you can imagine seriously i,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 0. 0.],0.27674097,0.17477311,0.07356107,0.25527057
-s9qJ7ATP7w[5],seriously i have been beat up and put down and everything that can go wrong has gone wrong for me but i,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.30469683,0.18294875,-0.27024454,0.2612817
-s9qJ7ATP7w[6],for me but i just kept going i used,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.27746475,0.19331276,0.14366901,0.27155322
-s9qJ7ATP7w[7],going i used to work for warren avis the guy who started avis rent a car and he said to me one day robert what's the purpose of business and i said oh,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.31551772,0.22422624,-1.4209341,0.37902552
-s9qJ7ATP7w[8],of business and i said oh make a profit and all these other things and he said no,[1. 0. 0. 0. 0. 0.],[0. 1. 1. 1. 1. 0.],0.26561958,0.18764511,1.4004244,0.13907416
-s9qJ7ATP7w[9],these other things and he said no the purpose of business is to create a customer because everything else takes care of itself it,[1. 1. 0. 1. 1. 0.],[1. 0. 0. 0. 0. 0.],0.31150675,0.23923472,0.27848598,0.31890464
-yRb-Jum7EQ[0],vacuum it comes with the assistance and agitation of states and regimes yesterday iran announced that it will finance the families of the terrorists and murderers this shows that iran even after the nuclear agreement is continuing to aid terrorism including palestinian terrorism hezbollah terrorism and its assistance to hamas this,[0. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.27562463,0.2594526,2.095019,0.41461438
-yRb-Jum7EQ[1],second the terrorism by those wielding knives the palestinian children also does not exist in a vacuum it comes,[0. 1. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.2650111,0.21378763,0.186104,0.4135303
-yRb-Jum7EQ[2],a vacuum it comes from the palestinian education system which is controlled by the palestinian authority yesterday gelman,[0. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 1.],0.26888403,0.20036216,0.2553241,0.3523671
-yRb-Jum7EQ[3],authority yesterday gelman lost his life in another terrorist attack not by the students of terrorism but by those who teach terrorism a palestinian teacher therefore the world,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.2662698,0.20711072,0.16922162,0.42987448
-yRb-Jum7EQ[4],teacher therefore the world needs to stand with israel against this incitement which is the number one cause of terrorism,[1. 1. 1. 0. 0. 0.],[0. 0. 1. 0. 1. 0.],0.3337668,0.18588875,0.39499015,0.34850824
0Fqav67TDEw[0],better so a very good way of helping yourself to remember your dreams better on a consistent basis is to keep a dream journal so,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.298836,0.2567337,2.6743054,0.25127178
0JaYazphxfM[0],onions however i feel it tastes better without onions because onions release water which makes the sticky keep,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.3025754,0.25292772,1.0596758,0.28282645
0JaYazphxfM[1],sticky keep asking me questions like this and i will try to solve any kitchen problems you might face,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.24024989,0.19406977,0.23443972,0.22049753
0K7dCp80n9c[0],you crazy so it helps keep your resin doing what it's supposed to do it's really,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.29896104,0.23829274,2.5717347,0.23273738
0K7dCp80n9c[1],supposed to do it's really designed for well water because that's the kind of water that typically will have an iron problem so,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.30373117,0.18196706,4.402706,0.3053518
0K7dCp80n9c[2],rust out is a water softener resin cleaner specifically designed for well water or water that is iron bearing,[0. 0. 0. 0. 0. 1.],[1. 0. 1. 0. 0. 0.],0.2901183,0.2286832,0.030413775,0.31759405
0K7dCp80n9c[3],it it's commonly the culprit behind those nasty iron stains in your toilet bowls or in your tub or even in your laundry sometimes and,[1. 0. 0. 0. 0. 1.],[0. 1. 1. 0. 1. 0.],0.2767635,0.23948865,0.69436055,0.3325805
0K7dCp80n9c[4],sometimes and if your softener is working properly and you have low levels of iron your softener should be able to handle it,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.28915355,0.21287172,6.3626513,0.33628824
0K7dCp80n9c[5],but what happens is the softener resin does not want to fully let go of all of the iron that it captures and the resin becomes fouled now,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.31784815,0.18292046,0.3800754,0.35351026
0K7dCp80n9c[6],fouled now if you catch it early enough you can fix that problem so,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.282603,0.20837982,7.9487896,0.22855954
0K7dCp80n9c[7],problem so do it right away don't wait until the problem arises use rust out layer,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2877398,0.22202553,0.3436196,0.19996111
0PlQc98SccA[0],joe echevarria of deloitte recently stated that white house discussions over the fiscal cliff are encouraging,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.30090916,0.20888902,0.33158246,0.20509197
0PlQc98SccA[1],cliff he also said that the president is getting a better sense of what steps need to be taken to prevent the crisis from erupting,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.26277125,0.18549968,3.0447335,0.2971637
0PlQc98SccA[2],echevarria was one of fourteen of large organizations who met with the president earlier this week he,[1. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.31374076,0.21761279,0.2473127,0.27814758
0YiAKqU36KE[0],the filth that you see in india with this throw away culture is a result of the fact that there is no industrially organized system to pick it up,[1. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.29511744,0.19010536,0.23982115,0.3152478
0YiAKqU36KE[1],so every nook and corner every the is the ultimate commons becomes a place to throw your garbage into,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],0.32166556,0.18235292,-3.845915,0.298685
0YiAKqU36KE[2],about years ago i fought a case in the supreme court of india because toxic waste ships were being sent from the united states,[1. 0. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.2846058,0.20051028,1.1724973,0.3045243
0YiAKqU36KE[3],and this information had been brought to me so i filed a case and,[1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0.],0.31178275,0.19746912,-2.9964159,0.33734024
0YiAKqU36KE[4],case and when the judge asked so are you suggesting dr shiva,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.31343308,0.19750057,0.3202848,0.2719502
0YiAKqU36KE[5],suggesting dr shiva that we are being treated like a waste dump i,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 0. 0.],0.29448986,0.19914386,0.20112015,0.29447922
0YiAKqU36KE[6],dump i said yes we are,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.3122277,0.21529108,2.8856666,0.3457393
0YiAKqU36KE[7],and it led to a huge series of investigations and a new alertness and what's,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 1.],0.3095196,0.20309852,-0.51560307,0.39196107
0YiAKqU36KE[8],new alertness and what's basically happening is in countries like the us the waste isn't thrown by every consumer everywhere,[1. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],0.30897772,0.18628575,1.0173123,0.2532241
0bxhZ-LIfZY[0],i think what will hold us back will be our weakness in implementation our deadlocked democracy if not educated will turn back on us which is something we need to clearly focus on education,[1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 1.],0.2833592,0.16583167,0.16895337,0.4614238
0bxhZ-LIfZY[1],on education health care all these critical if not dealt with and kept to the last will turn india into less of a superpower than it can be,[0. 1. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 1.],0.27333182,0.21161105,0.25455707,0.27667987
0eTibWQdO5M[0],sense something else for you to consider is if you have to go to great lengths to work in this funny story or joke or antidote don't do it,[1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 0. 0.],0.29597723,0.2131596,0.31627947,0.23563738
0uftSGdwo0Q[0],setting up an informational interview is one of those things that a lot of companies and individuals are using right now,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1.],0.27675977,0.2457695,0.33991683,0.26066455
0uftSGdwo0Q[1],organization informational interviews work well for the candidates and for the company make sure,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.28874087,0.20934309,4.4386134,0.2511055
0uftSGdwo0Q[2],informational interview a couple of things to remember one it could be in a group format the other is it could be in a one on one the real,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2911805,0.15765968,0.031979673,0.2546339
0uftSGdwo0Q[3],company you could have it on a cd where you could actually just give it to that individual and have them take a look at it,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],0.31716642,0.19994502,-2.5365033,0.25059992
100178[0],hi there today we're going,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2982901,0.19887966,-0.7966603,0.33449954
100178[1],hi there today we're going to be reviewing cheaper by the dozen which is umm the original version there's a second,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2876925,0.17825936,-0.7557752,0.25604278
100178[2],uhh the dad's getting hit by the kids or someone's acting up sort of thing not,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.2922991,0.19198272,0.2833835,0.29908094
100178[3],thing not all that funny and not all that original and i didn't think the acting was all that great either but,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.27609926,0.16938907,0.13529257,0.33103985
100178[4],great either but who knows i umm am probably tougher on movies than a lot of people this was pretty,[0. 0. 0. 1. 1. 0.],[1. 1. 1. 0. 1. 0.],0.2608102,0.1747172,-1.5531193,0.2787536
100178[5],lot of people this was pretty popular umm and it's a good choice for like i said kids or families umm so,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.29517478,0.23946963,3.1003149,0.32925254
100178[6],families umm so if you're looking for something it's sort of lighthearted umm it's,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.30816355,0.20366548,1.4562485,0.27312028
100178[7],lighthearted umm it's only cheaper by,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.31984943,0.22046497,2.0807202,0.29568684
100178[8],only cheaper by the dozen is a good place to look but for me,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2975924,0.22727327,0.28651464,0.3956786
100178[9],place to look but for me it only gets two stars out of five,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 1. 1. 0.],0.30743095,0.18411733,0.14165194,0.35035187
100178[10],version there's a second movie out now but this is uhh steve martin in the first role it tells the story,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.24512143,0.22080453,-0.41890234,0.23337151
100178[11],first role it tells the story of umm a family with twelve kids and his attempts to raise them umm includes,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],0.30248263,0.17283583,0.46569735,0.33538872
100178[12],them umm includes hillary duff bonnie hunt tom welling and piper umm,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.3179627,0.24036829,0.92247474,0.14419995
100178[13],umm all names that should be familiar with kids and some adults and so this kind of makes the movie have wide appeal i,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2822657,0.18029507,4.122521,0.2771363
100178[14],appeal i didn't really like the movie i thought it was cheesy i think steve,[0. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.28591648,0.18441077,-0.9016266,0.43129385
100178[15],cheesy i think steve done other better things ebert and roper,[0. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.28689036,0.1975716,-0.6795044,0.32699358
100178[16],better things ebert and roper apparently said two thumbs up here on the cover but for me it's probably two thumbs down umm,[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 0.],0.29914314,0.21659167,0.3553978,0.30029368
100178[17],umm the humor seemed kind of contrived kind of you know slapstick,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 1. 0.],0.3133744,0.26455668,0.225632,0.3041525
10219[0],hi i'm doing my video opinion for wolf's rain loss,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2957751,0.19053867,0.22513254,0.28449002
10219[1],this is the third in the series and it contains uhh four episodes episodes eleven twelve thirteen and fourteen,[0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0.],0.2851669,0.20823172,1.115277,0.357165
10219[2],overall i would give it a five out of five stars because i have the previous two and uhh,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.2960495,0.18983631,0.17757636,0.29774278
10219[3],two and uhh it's just a great story so you have to continue the whole thing,[1. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.29603717,0.23079535,1.1158893,0.26856992
10219[4],but some of the things that happened in the third loss are the nobles really start eating up the world with the wolves and uhh some things happen with uhh blue you'll know who she is from the third and,[0. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.3180338,0.22609474,5.391881,0.1825598
10219[5],they're just uhh great five,[1. 0. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.26087666,0.19410314,0.23438543,0.35378075
10219[6],it's very good it,[1. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.28126132,0.13641761,0.6959544,0.27404696
10219[7],very good it continues the story,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.25032353,0.17555742,0.21605472,0.26442173
10219[8],it keeps the uhh it keeps up the expectations that uhh came to be expected from the first two of the series,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.34438407,0.20288645,0.2678768,0.3030889
10219[9],and uhh it introduces umm a couple new characters umm new situations and it really adds a lot to the story you start learning,[0. 0. 1. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],0.3193184,0.18674314,0.26518017,0.30109382
10219[10],to the story you start learning more about the story,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.31347248,0.20456477,3.2880268,0.25068024
10219[11],it's a really great uhh collection of the episodes on the third,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.25240493,0.21614057,6.9040446,0.29379147
10219[12],and if you enjoyed the previous two you have to continue the story,[0. 0. 1. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.3002104,0.17304681,2.260667,0.3292324
10219[13],because uhh great story,[0. 0. 0. 0. 0. 1.],[0. 1. 0. 0. 1. 0.],0.28223726,0.21121465,-2.44968,0.3048488
102213[0],this is my review of a movie currently in theaters and that movie being evan almighty,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.3021415,0.21222259,-0.5213171,0.29233843
102213[1],i was a huge fan of the original film bruce almighty but i did think it was funny like jim,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.3127083,0.21380302,-1.3851873,0.31511134
102213[2],there's definitely better ways to go about humor than making you know really jokes and there's a lot of moments like that the story sucks,[0. 0. 1. 0. 1. 0.],[1. 0. 0. 0. 0. 0.],0.284628,0.17395301,2.561978,0.2654847
102213[3],moments like that the story sucks the characters were really wooden and plain and i liked some of the actors and actresses so i'm not sure what was going on there it,[0. 0. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.31915286,0.21640731,-4.6074305,0.2782952
102213[4],there it just seems like a really lousy effort by everybody and uhh i guess the box office is reflecting that unfortunately,[0. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.26836622,0.2208278,-2.33477,0.29753652
102213[5],reflecting that unfortunately it seems like it'll be a good bomb,[0. 1. 0. 0. 0. 1.],[0. 1. 1. 1. 1. 0.],0.28026515,0.2101888,0.19523115,0.2603693
102213[6],was funny like jim carey morgan freeman and i like steve too so i figured okay you know the sequel will be pretty good,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.2858106,0.21349142,0.8525899,0.31126234
102213[7],then i heard that it was gonna have like a it was going way over budget it was going to be two hundred and fifty million then i,[0. 0. 1. 1. 0. 0.],[1. 1. 1. 1. 1. 0.],0.2202874,0.18269591,-0.7365681,0.2607204
102213[8],million then i was thinking i don't know how a comedy can really be two hundred fifty million but you know i guess with all this hype it's worth seeing,[0. 1. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.29282278,0.24267222,0.32170227,0.3363392
102213[9],and i'm afraid it wasn't umm,[0. 1. 1. 0. 0. 1.],[0. 1. 1. 0. 1. 0.],0.28546685,0.20700683,2.0436618,0.2506199
102213[10],all the money they seem to have spent on a giant arc and a bunch of live animals there,[0. 1. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 0.],0.28751415,0.17109846,0.24885608,0.29663813
102213[11],animals there seems to be a ton of but there also seems to be a ton of real animals and i'm not sure why they would have blown all that money when they could have just you know it all because the animals really weren't that impressive,[0. 1. 0. 1. 0. 0.],[0. 1. 1. 1. 1. 0.],0.29584807,0.2119235,-1.8934273,0.3470896
102213[12],it's definitely geared towards kids the story isn't as well done as bruce almighty seems to have targeted even a younger crowd,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 1. 0.],0.28512412,0.21373041,0.26142886,0.34233004
102213[13],like i mean there's a lot of animal poop jokes in there that really didn't need to be there,[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],0.26299632,0.19452657,0.2535833,0.28108066
102389[0],my children and i recently went to see the movie surf's up,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.2804259,0.16942082,0.051690802,0.2715624
102389[1],umm i was very disappointed in it,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.27082908,0.2232784,1.0938321,0.34834954
102389[2],like that people or uhh the penguins were passing gas,[0. 0. 1. 1. 1. 0.],[1. 1. 0. 1. 0. 0.],0.28220883,0.25201795,0.89387804,0.2865219
102389[3],just some things in the movie and,[0. 1. 1. 0. 1. 0.],[0. 1. 0. 0. 1. 0.],0.2947646,0.25642464,-2.4270546,0.30725795
102389[4],movie and in my opinion umm too i think we've had enough stutter penguin movies made in the last year umm,[0. 0. 1. 0. 1. 0.],[1. 1. 0. 0. 1. 0.],0.31463897,0.21952458,-4.1063576,0.35247812
102389[5],umm i've had my fill of it,[0. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.29037505,0.1669157,1.6326855,0.24867092
